Temperatura,Personas,Electrodomesticos,Consumo_kWh
20.478538261385193,1.0,12.0,
,5.0,16.0,56.0972196357179
26.08981528356992,5.0,14.0,55.36527799478708
24.252224511427016,3.0,12.0,
19.547709400565374,5.0,16.0,54.229862307550874
24.834536835232562,3.0,17.0,55.057517194083516
19.19899169507657,,7.0,40.649503093310905
17.589319581736728,,15.0,36.962435519750024
20.428951072229843,3.0,14.0,41.09387942239654
15.489998183586032,5.0,18.0,63.68242986247229
26.755877744439942,3.0,5.0,35.13155016960498
23.91937722864449,5.0,8.0,48.20680405377487
22.213747927631672,1.0,10.0,37.24488683040348
27.97873167665961,4.0,18.0,58.0966693538913
30.695272803318105,4.0,7.0,41.86980797264644
17.57734554603688,2.0,7.0,32.22006861764334
20.32887389926557,2.0,6.0,33.07449307959368
24.619660855885904,5.0,11.0,47.60648297687831
17.125114839862185,1.0,9.0,25.655848683872755
23.71041448255731,1.0,8.0,33.174872105179986
18.099115157317627,5.0,10.0,42.84542502253935
21.53603211116054,5.0,14.0,55.439986391785794
25.856544413922897,2.0,7.0,39.03611771944528
,1.0,17.0,51.279492874074336
15.643445831183055,1.0,20.0,43.74971262508832
22.909057927455002,4.0,,51.576883860180246
32.07751971412432,5.0,18.0,63.752459018667274
21.609161445733697,4.0,10.0,43.082298947694525
20.744955664483342,3.0,9.0,39.30098427141397
23.52647856937098,,19.0,56.07484890311149
24.22447521950331,3.0,12.0,52.84699652611887
14.941421447044906,3.0,7.0,33.567676176401925
26.95498719316315,4.0,17.0,55.67801677292903
23.407332517117283,3.0,9.0,38.83518003993195
22.986970113297605,3.0,11.0,45.87820366286112
17.0468091133258,3.0,11.0,
20.010021195749964,4.0,12.0,46.407666614301455
15.119904119938003,3.0,20.0,53.61817195244954
27.215203568624872,5.0,17.0,61.62918429335471
22.421838332696705,1.0,11.0,37.28657781372882
9.302087302350698,3.0,19.0,46.38851953491362
15.536494225596563,5.0,5.0,32.872493920178165
18.75177867962897,3.0,19.0,51.315572484351655
20.749086658658005,5.0,7.0,44.46121758586123
15.316416879459476,2.0,17.0,35.143538580946114
22.64551736938008,4.0,19.0,52.93066851122977
22.107586163617135,4.0,7.0,40.5655603423094
22.97753311850974,3.0,14.0,48.02975727587691
,1.0,5.0,31.611870954947065
28.516285239894604,3.0,19.0,63.75340093182583
15.188559742515267,5.0,17.0,50.166155675640056
6.920468919826755,4.0,14.0,34.67195685255278
18.264450678992056,3.0,5.0,32.4741427996398
32.465184122144265,2.0,16.0,58.559662221880934
32.18634856068626,1.0,11.0,48.60461773077128
16.745150518264175,1.0,9.0,28.413321697715464
13.919547729119252,1.0,13.0,38.989408741104874
26.412139420663536,2.0,19.0,54.77075452497763
11.046570568876355,1.0,6.0,22.238705144125262
25.93120248063399,1.0,7.0,37.87767370983362
18.071480053380405,3.0,17.0,48.428300946825104
19.593343083550216,5.0,5.0,
18.346136140917977,4.0,8.0,34.015825046122586
,4.0,12.0,49.01316754808743
22.294910520249722,5.0,12.0,50.85258307676461
20.854463658768854,5.0,16.0,128.53846778103153
20.148334558102206,1.0,5.0,23.38567219308055
21.85800080396019,2.0,18.0,53.199759587586854
21.062549129172854,5.0,11.0,51.86357083141948
35.611035579389686,3.0,19.0,60.66905948739225
29.99632748582628,4.0,18.0,62.66897288192564
18.206976773844737,3.0,6.0,26.030610847228658
23.645474745956612,4.0,9.0,44.13795035777562
30.441654819497472,2.0,17.0,52.01370935957467
15.942168226753056,2.0,19.0,47.161574293775296
23.166731688291794,2.0,5.0,32.61798622577242
18.95969518145503,2.0,10.0,42.141524972873235
19.173429974512885,4.0,18.0,55.085753238466054
27.483822092523823,3.0,17.0,57.35807189064687
24.724085831434028,5.0,11.0,46.68878194065439
14.498968088593282,1.0,8.0,26.376173809447902
25.352154209772397,2.0,20.0,52.67138357795076
14.450668756427456,4.0,7.0,33.56654257928008
23.25688284601678,1.0,16.0,47.79703341628355
27.931684351867176,2.0,5.0,101.80616898641733
20.08125517126923,1.0,13.0,36.20265076602758
30.461275140756143,2.0,13.0,51.122053235762635
19.940920895740906,4.0,9.0,39.83897195076397
16.442977693196127,4.0,5.0,31.892210719708867
20.5839589405271,4.0,18.0,55.419589133447026
20.82471204028812,3.0,13.0,43.20035019221619
28.080385797370937,3.0,19.0,54.25902755775537
19.430090792961366,5.0,15.0,59.531651664348914
28.470045058643482,2.0,12.0,44.206945285721545
22.234073391025326,1.0,19.0,50.60936360990691
19.635799738619024,1.0,14.0,35.46085417738352
21.42119020543637,5.0,18.0,59.9126877348027
22.87467999807835,2.0,15.0,51.47299717167664
21.23289582831576,3.0,6.0,35.02689241864377
15.812605311619386,5.0,15.0,53.46101020012398
21.788286790315357,3.0,12.0,44.34044567655771
27.22018062535316,2.0,18.0,55.59142560491129
21.308957188303804,5.0,18.0,57.55972029304269
27.403571765095805,2.0,12.0,51.748980950380044
16.7411835695286,1.0,8.0,31.84050122262406
23.185827779662876,3.0,10.0,44.87467381410274
22.22030646984783,3.0,6.0,37.938550327973864
23.783925320042602,4.0,17.0,54.523760483515716
17.98929650160297,5.0,12.0,44.93195081408724
24.26726217127701,4.0,18.0,
22.431299466182484,3.0,,41.714759542888146
22.79020866526826,3.0,7.0,38.25026155308466
19.498078615605973,5.0,8.0,42.643154565687844
14.050263330331905,,,21.19122556409304
18.73179007946645,,19.0,49.73695687176662
8.637054896074678,,20.0,41.083710491033465
26.752870836901877,3.0,17.0,55.838837748214544
21.67212862395134,1.0,18.0,50.6672181248792
24.914209615968332,1.0,7.0,37.21759690387869
16.47184683237504,3.0,20.0,52.23579478151187
25.43269079429161,3.0,5.0,35.060666512772
22.609067698925326,4.0,19.0,56.96781709448878
24.897060460906296,4.0,18.0,58.99189831979116
18.02599189026753,,16.0,52.21364000820303
27.535881526746095,5.0,17.0,
,1.0,12.0,41.06919911852505
32.202840097968945,1.0,16.0,53.430382158684715
28.35273494306344,3.0,16.0,55.61195253264498
18.65860125492228,1.0,15.0,37.92245975193005
20.9007600042661,5.0,7.0,37.47829421142242
29.902414827295576,3.0,6.0,46.65223136941198
21.802512253299014,3.0,5.0,29.095216137478495
16.8050057961293,4.0,6.0,36.61058187786281
22.969585850316687,,11.0,45.802742160150494
23.265883317664365,5.0,14.0,57.60974045850002
24.52847794097711,4.0,17.0,62.195289156665744
25.943864372384887,5.0,15.0,60.91438129487314
17.983882797457813,1.0,6.0,26.832740743205747
20.066006230406643,1.0,16.0,42.301586618390196
22.01056967725521,5.0,14.0,56.456360228864284
28.144097544922207,3.0,19.0,58.88669969956563
25.63809922762897,5.0,14.0,59.33276383595246
20.680224100260066,,13.0,35.88096863320322
27.584527303208333,4.0,12.0,51.832928345840024
15.383015236567577,1.0,10.0,
20.692033237147513,5.0,12.0,48.3219831533146
19.27107213473533,4.0,13.0,48.810892666777846
27.52192897333028,3.0,13.0,54.32314501895867
15.395150836833498,4.0,19.0,51.83252176010487
33.263860873940565,5.0,20.0,68.16290350963007
13.987651033394597,,18.0,40.12480441756516
28.091814473794294,4.0,9.0,48.38624014050786
20.30806266257677,2.0,12.0,36.371690834345
19.762836717927982,5.0,13.0,51.83327706398389
23.770937711924365,2.0,19.0,52.286284293060035
20.616784601528945,1.0,8.0,33.37356733142089
26.481620668952644,5.0,20.0,67.50224142690821
28.961161163883993,1.0,8.0,37.51503546252201
26.97532014315912,3.0,10.0,44.27466217935435
17.555279920350756,2.0,18.0,45.81073515116262
23.825154869028562,5.0,19.0,
24.353710234832345,2.0,15.0,51.631984609949036
21.730529058844184,5.0,15.0,57.85330665711419
27.311004463144982,1.0,10.0,38.04266902984303
22.93589523187215,1.0,11.0,36.39502086066667
25.878236680550113,2.0,7.0,38.72145093279447
,5.0,20.0,66.77564437190469
28.733203037568828,1.0,13.0,
18.884733821513734,2.0,7.0,29.11377772167996
19.12793048275479,3.0,18.0,174.54718773956733
28.961484724415705,5.0,8.0,50.865673555282825
14.14919816504517,2.0,15.0,42.060050585993665
14.203615201487846,1.0,10.0,32.07968209178195
,3.0,9.0,33.41853107509991
27.067220030857403,3.0,9.0,45.52618024033731
23.231143418934586,4.0,10.0,44.111569669220636
14.856324787554172,1.0,8.0,24.43112584334602
24.06113915973091,2.0,9.0,35.027567048815115
15.63640380729096,1.0,19.0,46.026391797857585
23.23156608526462,2.0,11.0,46.85212831889384
20.934982803171923,1.0,10.0,36.28599075796287
20.443565632053613,5.0,15.0,56.73862691146114
25.503833500804674,5.0,11.0,52.66304659908825
22.77161121535269,1.0,10.0,36.94716105341289
17.453353216937778,3.0,12.0,39.97309556040128
10.71748461299044,3.0,17.0,43.87743002450566
16.37980344078877,5.0,13.0,42.36567077926651
17.769967007921156,4.0,18.0,55.33663386380505
17.540130600721305,5.0,15.0,54.955289210795904
16.48799220383947,4.0,19.0,50.47428711545629
21.40893594272114,1.0,15.0,43.721419326246064
22.23539536321058,5.0,14.0,52.07276258481029
15.169068400623017,1.0,17.0,40.661977424027604
21.880199163300254,1.0,5.0,21.744243273226438
9.002112338986674,5.0,15.0,45.28837571339835
12.313658494941333,3.0,11.0,37.73245520298611
20.665446795720577,3.0,8.0,37.06582052603819
17.976669204105278,4.0,17.0,50.82626696022495
18.22865894576245,4.0,10.0,39.124863081383545
19.41359107524067,4.0,10.0,44.74276654554775
18.2895005234065,1.0,12.0,42.21356718348607
20.56392266445166,1.0,,47.40522098290694
21.483285760245842,4.0,8.0,41.96603324879986
25.636726925520218,3.0,14.0,57.49069229128295
17.82581510008563,5.0,18.0,56.739263871785354
16.116245169746996,3.0,18.0,50.108638386757995
21.526249691925134,4.0,9.0,45.002747425150964
29.888676066061162,1.0,8.0,100.2469520389799
23.437890970152523,4.0,20.0,58.51850543326809
16.45956732646645,2.0,9.0,33.536990733518515
31.230313848472804,2.0,7.0,44.26719167776828
17.055222270400684,,18.0,48.51120613214427
20.09493584628189,1.0,15.0,44.205769305986564
28.17556970527374,1.0,11.0,46.1059250628839
20.363051138573006,2.0,10.0,39.25030694828677
23.594640195772705,4.0,14.0,51.284530214053625
22.689568126823794,1.0,13.0,39.91059316201239
18.994193367575956,3.0,7.0,28.475724923885352
24.007333238138802,5.0,17.0,60.594552384834095
23.254600883472445,4.0,9.0,41.524902891510756
20.801158596333607,5.0,18.0,57.73673850926404
10.612528083950515,1.0,13.0,30.875334436124255
24.643625330645328,5.0,9.0,51.474066546402206
21.65817891315726,3.0,6.0,33.80253080493138
13.296431318411315,5.0,16.0,48.878026779582115
17.746505656431395,1.0,17.0,44.079852729303106
17.25862411555541,5.0,10.0,45.03809031654572
28.44803114193975,2.0,6.0,38.36748098088999
21.006863439828805,1.0,7.0,33.89134464160579
22.757085017970116,3.0,9.0,42.0200419521867
27.33217752999918,2.0,11.0,51.03492143462459
32.376542206992625,3.0,11.0,49.34675080196093
8.058261199065281,4.0,18.0,46.63977417776182
23.908653690362776,,8.0,
31.20581244180126,4.0,14.0,62.88848491836006
24.480941227122504,2.0,7.0,40.27444930377597
19.677658663352165,4.0,11.0,46.59882874534051
29.815655230727103,2.0,13.0,50.40770556245769
23.15738002093348,1.0,16.0,46.19718642012398
19.742522332907686,4.0,8.0,
20.289613732080095,3.0,18.0,46.19749925473837
24.398684739014598,5.0,15.0,58.96500930097671
26.801561782150362,1.0,13.0,41.19050031833769
22.496165453979994,5.0,17.0,62.07607878057978
,4.0,8.0,33.359126734461384
20.633429274663094,1.0,20.0,48.746285634911935
18.942319836463078,3.0,9.0,35.98324246096787
17.31918226215664,2.0,8.0,29.01255182925627
22.145030065411646,5.0,15.0,50.07232209895226
20.97475584566607,,,23.799155955286704
18.372033069136563,4.0,18.0,49.220388493921014
22.82749275047227,2.0,15.0,50.07031550280664
17.84663048811681,2.0,12.0,39.68467128296314
25.774974483989297,3.0,5.0,35.79269660977422
17.153470416608968,3.0,,31.35858517719995
17.93888007945905,1.0,16.0,
12.657249957787892,4.0,16.0,45.568406272001035
18.309780398330894,3.0,5.0,28.264315493310182
17.159527105305642,3.0,19.0,51.936107506510744
23.871739369006146,3.0,9.0,40.08268884168955
22.601570813471923,2.0,,32.862233768940094
25.946308816738778,4.0,8.0,42.641886510393206
25.853328086855857,3.0,14.0,51.65902020185307
18.71933174011786,1.0,10.0,33.152864116377685
17.51830363426774,4.0,17.0,50.81756407001783
18.987540178790162,3.0,6.0,35.01285721215898
27.455210102027646,2.0,16.0,50.77097232275071
11.909101261467214,3.0,,22.1758352781973
25.504209795572912,5.0,14.0,55.034223329761716
10.374676418477051,3.0,17.0,37.71168956144125
21.348338463433443,3.0,15.0,50.59731027859415
13.687460865293733,1.0,18.0,44.026818527038905
24.960810305684046,1.0,7.0,34.189699524887374
23.127777911147643,1.0,10.0,36.28985191395698
29.463943507060172,5.0,6.0,44.502292811978236
27.58080147536635,1.0,11.0,46.77511740473873
21.895914313436506,5.0,15.0,58.85542254805976
28.74583749802933,3.0,14.0,53.44953279868799
12.584591117712476,3.0,18.0,45.88917972505558
17.55744338945177,2.0,12.0,38.88970422592539
15.328996002862976,1.0,10.0,30.000049800058
31.53148566232533,3.0,5.0,43.032368477546335
18.480494148668047,5.0,7.0,37.55454043187855
15.55468564725906,1.0,8.0,29.045432160065353
11.844739642937128,2.0,17.0,36.69658054358346
20.66853498741014,3.0,15.0,48.67787905605816
25.635267454354217,1.0,20.0,56.43572475789008
29.717947445356586,2.0,5.0,35.68570055287918
11.870565115986006,,19.0,44.859526107985715
14.495021256852759,3.0,20.0,52.4145821736696
27.62645676284713,1.0,11.0,40.92704476966563
17.269825414304904,5.0,18.0,57.85467256640398
25.900523672837743,4.0,6.0,43.85074505005315
23.784487562535315,5.0,18.0,56.049268906746306
19.75742405921049,5.0,14.0,45.287527848253795
19.37916787922616,2.0,17.0,47.1124810460045
20.015342842788055,3.0,5.0,27.712974508279537
26.775018278969505,5.0,6.0,41.890044989311605
25.55899378444853,5.0,17.0,64.31824394375974
7.929592006521096,5.0,7.0,35.23802312421167
26.84392224254836,5.0,11.0,48.13351420138698
,4.0,18.0,53.54467146975262
28.46220095576141,5.0,20.0,70.43412435676508
26.33028746739446,3.0,17.0,59.060386435454795
22.992275750151677,1.0,13.0,41.478643455604896
21.980922253006828,5.0,20.0,64.43557033293463
17.829649782327884,,12.0,39.0200132900747
25.12382046435068,4.0,10.0,45.48043412870603
17.218418543509518,3.0,7.0,
24.333566492129588,4.0,6.0,40.98511937364367
24.618155294920363,4.0,20.0,66.34888246324869
21.984613205148978,3.0,15.0,43.90481051117398
22.908862320005458,4.0,18.0,56.96857614633243
13.436140699925579,2.0,11.0,31.0382855086743
19.24353413189212,5.0,14.0,51.773440100623986
18.128090923433437,5.0,19.0,51.2108574838012
21.115839737940277,4.0,10.0,44.2632237601218
19.436647242858616,1.0,12.0,34.54282793784798
16.14853829796665,5.0,9.0,38.15189480402418
16.459422170775397,3.0,7.0,29.489182748490585
20.401241709841823,3.0,15.0,50.265939075953426
16.28981086089332,1.0,16.0,36.805619917225584
23.52512795511819,4.0,6.0,37.0699383589434
24.202467573711896,2.0,19.0,59.49920283112648
31.638672755605487,2.0,6.0,39.0495479098059
26.979166851234407,1.0,8.0,43.706750142518366
26.076223918187214,4.0,10.0,46.89686189241485
17.17082457122045,2.0,14.0,34.96081930013442
21.08508223563159,4.0,7.0,34.84185548998
15.274887853555201,4.0,20.0,59.021220780089934
24.80914276673716,2.0,12.0,43.54699208977951
22.20709016121533,3.0,14.0,49.86281820095989
25.177764718587603,3.0,6.0,38.85052264895627
26.752119201994528,1.0,19.0,58.37438546423278
19.217344049407405,4.0,12.0,43.123011369497554
22.659807058213673,5.0,8.0,46.00743543879526
14.660804718735752,3.0,12.0,36.274060163301144
18.427558657683303,3.0,17.0,47.49771619963551
27.002744255073978,2.0,13.0,47.32480890702768
20.23869504207159,3.0,10.0,39.87273151553043
26.46358277563403,3.0,13.0,50.477307234304504
25.49463000199952,4.0,18.0,58.78998528471026
13.398817126903879,5.0,20.0,58.35544285006874
,2.0,5.0,33.41433684546518
18.037254705299045,4.0,16.0,47.48065442909394
21.290932161272913,5.0,15.0,55.96095607490862
18.654391964048006,2.0,20.0,48.02805175346944
21.202722720434096,5.0,15.0,52.21112464265484
22.690936742696508,2.0,15.0,49.75540118547029
27.73016110235372,1.0,12.0,42.82576599365081
24.413618947306897,3.0,,52.157107976714215
19.99221869591041,5.0,13.0,55.348710097103336
23.66731553214025,4.0,15.0,52.062743261006574
15.286315023787768,5.0,8.0,39.02627213664009
16.860622915087585,4.0,19.0,54.80271141757029
25.112714698854536,2.0,6.0,38.30078997981015
26.51841086489005,3.0,18.0,50.33869858390692
15.833681504965686,2.0,14.0,
25.2615592992306,3.0,16.0,50.933440034170815
19.763272446321082,3.0,15.0,46.47633269446952
18.276962152758408,3.0,11.0,41.05086578152538
19.603125321777483,3.0,10.0,37.04338851617044
21.35655753355812,2.0,15.0,45.99842069322555
,4.0,20.0,57.99005406637244
27.348941128407915,1.0,11.0,39.10831870961809
20.10589063630864,1.0,19.0,45.10423286983852
24.802588494893662,5.0,14.0,57.945082947281534
18.588427859316354,4.0,9.0,42.93767241013568
22.841065996546053,2.0,20.0,55.942380757238496
22.767690517842667,5.0,9.0,46.81872915673222
19.359290604740224,2.0,16.0,48.45972471559668
22.230560501306023,5.0,11.0,54.37409182095628
25.147669836849467,5.0,9.0,45.81733545693949
31.351820896804764,4.0,11.0,55.02428133483149
22.03116655524612,1.0,15.0,37.61119851910639
16.58109008061312,5.0,7.0,41.58291569261403
16.84875429840665,2.0,7.0,30.763663725979455
20.25824353963755,3.0,14.0,49.15755018053036
,5.0,9.0,48.60521151418124
16.532701597801008,1.0,20.0,46.37192593800466
34.9258351012878,4.0,7.0,159.74999952372218
19.849792621419475,3.0,6.0,37.894892634362776
,4.0,14.0,55.63810989370914
10.255880909646647,5.0,18.0,49.98321335683283
27.93479605911293,5.0,,45.49067765043321
20.168370146729483,2.0,16.0,45.18833850292956
18.21521954757443,1.0,9.0,31.151552478086753
21.500860303850644,4.0,17.0,56.045765819577866
28.12205551039458,2.0,20.0,57.30587619567879
21.608107164828578,3.0,16.0,55.09697629643485
28.840490393934104,4.0,13.0,58.65079998361478
25.297986665265704,4.0,6.0,42.221267932046445
25.93927742810246,1.0,11.0,38.277436511294795
22.667497603189414,2.0,17.0,45.50118093342749
29.629360930512327,1.0,8.0,38.78505670223564
27.90638143159626,2.0,11.0,42.70019138041266
,5.0,9.0,45.415340419616456
22.92751700758985,,14.0,42.476188933030556
26.530506425976835,1.0,8.0,35.378655368536
26.24953649971839,5.0,17.0,59.52258741659926
20.512840522305623,2.0,11.0,39.352565219585614
28.43966888345498,2.0,17.0,59.23523942074343
13.407676850031551,1.0,6.0,
22.31301579725662,4.0,19.0,59.42962458689453
25.6983343702966,3.0,14.0,54.319211523322934
24.942880274361976,3.0,8.0,37.19462755197964
,1.0,16.0,183.79759938947538
21.438382034973714,1.0,8.0,33.87649500454882
21.315357496799543,1.0,16.0,41.90698910717867
28.94567716838622,5.0,16.0,61.8078264171788
26.375662762537853,1.0,9.0,36.728464408927955
16.79400072986092,2.0,13.0,38.15591151903351
27.248015170291964,2.0,11.0,44.45323886303426
25.84838494950346,2.0,12.0,41.248652973368394
15.063681110521195,3.0,13.0,40.65061031455596
23.791508071471107,5.0,15.0,56.308896498252956
22.589545795316337,,11.0,42.540017509450635
26.50398564153336,4.0,14.0,
31.80173499910981,2.0,18.0,57.322047778530504
25.274430887347304,1.0,20.0,55.523837838459364
32.24105078111361,2.0,18.0,60.52105573301521
19.984615813917962,1.0,11.0,36.15442134261648
20.124840244138753,2.0,18.0,47.05029564911509
24.27055308064062,2.0,10.0,40.44084484127533
22.11469612932308,2.0,5.0,30.537281314321127
18.77026929392183,2.0,17.0,43.57834438239424
29.214904573736447,3.0,5.0,42.41357927430383
35.099473459145415,3.0,12.0,56.47716141308616
17.640634831749598,1.0,,24.59243161773434
23.635303222776244,3.0,7.0,36.00930334237468
26.502233943841084,5.0,11.0,44.41151370760468
,4.0,20.0,60.969166836065035
16.186995220153392,1.0,20.0,47.61167681116441
26.35331871106506,3.0,5.0,38.673650202712594
19.377769197616786,3.0,6.0,31.6286246386105
20.843974723532227,5.0,20.0,59.7337493944632
22.280489615198324,5.0,5.0,43.675043217377954
29.41487893906169,5.0,,44.50119335459117
16.304967063048554,3.0,16.0,42.71689189307159
17.826333379327483,5.0,14.0,49.35790210932776
15.364207333317161,4.0,8.0,39.23743620753144
23.734322778048888,4.0,10.0,50.16115269034979
30.652335553379444,1.0,19.0,59.20978667646726
29.265722487581513,3.0,18.0,55.64685470561439
19.829797284327977,5.0,14.0,51.37953502985284
21.407200584112292,5.0,13.0,54.09183232984825
23.34599793202897,4.0,16.0,54.853969629662316
23.2398477355922,1.0,,43.78585433392041
24.65500293251742,5.0,20.0,66.19455778581735
29.006728926868064,3.0,14.0,56.66714335891464
15.840028970539842,2.0,6.0,28.068603080312
18.847605118585967,2.0,13.0,43.51427558774982
15.463969001660232,1.0,5.0,21.121470018385224
26.19951085235896,1.0,6.0,34.54976595408498
22.922408275776668,2.0,20.0,
20.19168729291587,3.0,18.0,51.29499119324808
26.28818809437472,,19.0,65.31551223464258
19.18372013155184,2.0,5.0,29.127894559708988
23.361575990388268,4.0,15.0,55.251827065440686
20.068564532562014,2.0,15.0,46.81138290037045
32.286525981276924,5.0,17.0,65.69932617589512
25.772865103646954,4.0,16.0,52.46540155960905
28.947537142494006,1.0,10.0,40.46701907022861
21.113575923885353,1.0,11.0,36.68499720005003
19.16467867209959,5.0,20.0,65.97051627912445
19.90006816033724,4.0,15.0,53.21764671254395
25.41655324293277,2.0,11.0,40.60478150931911
17.337784403008285,5.0,13.0,46.89429870309085
20.085386705522232,3.0,13.0,
26.370234974864697,2.0,5.0,30.614677702807057
31.82149282731819,2.0,,42.74611692866126
23.214311329057324,5.0,9.0,42.74268802530396
21.56549971975396,1.0,11.0,33.16955388544955
19.56519281107954,3.0,6.0,
16.80435498190841,3.0,16.0,50.40237524677889
22.512990211485317,2.0,7.0,33.74262874657785
21.403852703636545,2.0,18.0,53.197281006762665
21.214288997043834,1.0,19.0,50.2959063529095
16.390746833320506,5.0,,42.02899726294534
24.927308042646835,3.0,17.0,57.75417951796406
24.89378759316947,2.0,9.0,37.57432573163715
,1.0,11.0,41.155377460120484
23.959689024993473,5.0,5.0,45.02158494353112
16.48881493184814,1.0,6.0,27.589090694987508
29.748484630606868,1.0,5.0,34.185698776995395
23.58956223667409,4.0,5.0,42.24149628692675
19.377859306708075,3.0,,31.54967412151932
,4.0,16.0,48.560476712136435
25.113584118181983,5.0,8.0,46.86975401115665
17.997081956107507,3.0,19.0,53.94233597451295
26.563122597144176,2.0,7.0,35.24711038697647
19.694155072344763,5.0,9.0,39.391680269461474
16.34930888756849,4.0,7.0,34.228856153019606
18.565509785259376,1.0,20.0,45.993723380993195
33.594917108423545,4.0,19.0,65.5259199877112
27.11412982385572,5.0,12.0,55.11361366595986
18.28036801802487,3.0,20.0,52.1240754736286
25.47955373615765,1.0,16.0,42.64387498600514
15.156103820262622,2.0,11.0,35.22785274468416
23.074586030224022,1.0,17.0,159.75497775924657
17.627216213817018,1.0,8.0,30.103912941684904
12.757526153012703,1.0,20.0,48.951447546274835
19.593508693404836,1.0,15.0,42.94878006484967
13.372579076617734,4.0,7.0,35.63780495742307
21.623105973361803,3.0,11.0,42.07620171365572
,1.0,13.0,35.17852189180124
21.384205471690432,4.0,11.0,41.633100333635575
21.506564175362332,2.0,,36.98449044708374
31.65351318257988,2.0,17.0,58.178939613471734
21.662470580774205,5.0,16.0,55.899149842697504
31.20560192209852,2.0,5.0,45.49000973867035
20.408288052497088,3.0,,57.57767761066036
20.06740102398033,4.0,15.0,46.34890479802905
21.84269652959441,1.0,15.0,41.13281477096362
27.666645107424998,3.0,13.0,
23.27038750267295,5.0,6.0,39.0740238894505
26.41713247752732,2.0,9.0,41.77374834388285
24.483259126092374,3.0,7.0,38.42050724926868
16.471851351155614,5.0,8.0,43.220385606116004
25.223960507939132,2.0,12.0,47.30175845740752
,4.0,17.0,53.94688498068625
24.945231534837053,5.0,19.0,63.111886095826364
,5.0,14.0,53.19118835161308
28.500955276771535,5.0,9.0,52.12595606634211
17.56591673764598,4.0,11.0,45.165810503326206
22.37489782861815,,9.0,36.815122818043015
24.92804917100166,3.0,14.0,
19.269641946555424,3.0,20.0,50.261282890891685
32.54286973377788,3.0,15.0,60.01289317586392
20.42578477842855,3.0,7.0,30.05305249452006
17.882340622406808,3.0,20.0,50.236694207399225
22.939787133650817,3.0,8.0,38.35811716720551
20.857856328422173,2.0,9.0,39.494938294340024
28.395563577612027,3.0,13.0,49.03472819238169
15.054199047181207,5.0,20.0,57.409549211892035
,5.0,5.0,42.48245930349169
19.133051269039896,4.0,13.0,45.91977530552385
18.75502618330765,1.0,10.0,27.28273270971276
24.571233076765367,4.0,12.0,50.8846617221651
17.928458188681443,1.0,7.0,26.523230591605586
14.278773270639114,,15.0,41.096195297142316
27.23066588667748,1.0,6.0,30.138901875676204
27.229459360648203,3.0,10.0,47.353166575327776
16.30260774943919,1.0,12.0,37.44302768626398
19.624661833538028,5.0,13.0,50.093057439688536
28.271736586072898,2.0,20.0,53.672735101706664
9.954176645613,2.0,11.0,31.10820221967064
27.898683703856378,2.0,12.0,43.44391276471394
22.664590570092344,2.0,12.0,
26.466692139821156,3.0,13.0,52.874884832346496
22.140102552046407,3.0,5.0,34.0085349790016
24.190679602538463,5.0,19.0,64.75317258593772
31.678375979306864,5.0,13.0,62.39411338057813
25.187989036193372,5.0,14.0,59.99101577417927
21.75527793162936,3.0,11.0,45.499462169495764
11.505588668024114,4.0,17.0,46.94401360456631
22.4279129842131,5.0,15.0,51.09267551043611
22.83902460454734,2.0,8.0,38.319187714872115
24.059531210149878,2.0,,51.55491157336439
17.56127379061461,1.0,5.0,25.78915421283025
22.180798921341417,5.0,13.0,49.66238017443057
,4.0,11.0,39.09656667935891
19.420247235887842,2.0,5.0,30.108060480325285
21.836083783093038,5.0,6.0,39.187694844822204
19.636370815126543,5.0,16.0,53.924400825508314
22.628654814644747,5.0,,41.264135408585545
18.406167679801925,5.0,16.0,47.17471656770698
,1.0,12.0,34.569034463889544
20.723910385686384,2.0,17.0,
,,11.0,47.788069948712725
28.569494356541284,5.0,,63.77153135588837
18.717885389323584,1.0,16.0,
28.25980744257406,3.0,14.0,56.29854690015581
29.491747026174302,2.0,18.0,53.79554558059462
,5.0,11.0,43.55912492340689
18.59486141608706,2.0,7.0,28.153920121700423
27.751860108510904,2.0,9.0,44.69800648070261
17.5675757705703,1.0,12.0,35.42714332256608
28.70650610482899,5.0,9.0,54.88434333698128
24.204070280225906,1.0,15.0,51.411937495724054
16.47824647924161,1.0,6.0,22.259845036734156
23.585133357950152,1.0,9.0,42.34176193890372
26.903214124857556,2.0,9.0,41.03052943825947
22.120361922426547,3.0,9.0,41.35217727701464
,3.0,16.0,52.64738874463666
28.44463042441748,4.0,18.0,59.22529947450563
20.46689620301646,,10.0,38.672830408312684
26.498022028067766,5.0,17.0,63.47173466240499
10.925736398721886,,14.0,43.015997323696446
12.526096467806491,1.0,13.0,35.55094888178903
29.81982113853455,3.0,16.0,55.25474788869946
20.54177446159045,5.0,13.0,53.8100506443057
16.28694761186017,1.0,13.0,35.07371083132253
,5.0,6.0,47.67794682203556
24.800437876188482,3.0,14.0,49.70344479623103
20.90032555503553,3.0,13.0,45.38206681138205
24.9278550933755,1.0,18.0,45.432390048912765
22.565545488730706,3.0,13.0,43.52946721344695
11.712378873122434,1.0,8.0,26.389117420562147
23.37281755633263,3.0,8.0,40.1641191263264
22.885902095832485,4.0,15.0,50.997506255539534
22.06028443135175,1.0,17.0,50.71232882086038
19.33250040609638,2.0,20.0,45.79926416436731
